Table S7 
Observed and calculated wavenumbers and frequencies of the assigned transitions of ND2H,
ordered by increasing energy.
The vibration quantum number for the upper and lower states of transition, VU and VL,
are in the first and fifth columns; 0 and 1 indicate symmetric and antisymmetric with respect to inversion.
The transitions marked by *** are discarded in the last cycle of refinement.


  VU   JU   KUA  KUC    VL   JL   KLA  KLC    OBS/CM-1     CALC/CM-1   O-C/CM-1       OBS/MHz    O-C/MHz    UNC/MHz
   1    8    6    2      0    8    5    4    29.506210     29.506013   0.000197     884573.922     5.918     7.495
   1    8    2    6      1    8    1    7    29.507523     29.507521   0.000002     884613.291     0.053     0.020
   0    8    2    6      0    8    1    7    29.520804     29.520805  -0.000001     885011.431    -0.027     0.070
   1   11    7    5      0   11    6    5    29.526460     29.526462  -0.000002     885181.009    -0.055     0.020
   1   12    5    7      0   11    8    3    29.558239     29.558242  -0.000003     886133.711    -0.091     0.030
   0    7    6    2      0    7    5    3    29.575049     29.575051  -0.000002     886637.661    -0.054     0.040
   1    7    6    2      1    7    5    3    29.597013     29.597013   0.000000     887296.139     0.002     0.020
   1    6    3    3      0    6    2    5    29.625886     29.625888  -0.000002     888161.714    -0.053     0.030
   0    9    6    3      1    9    5    5    29.660143     29.660144   0.000000     889188.719    -0.014     0.020
   0   10    2    8      0    9    5    5    29.689593     29.689589   0.000003     890071.601     0.101     0.040
   0    6    6    1      1    6    5    1    29.712230     29.712337  -0.000107     890750.246    -3.212     7.495
   0    6    6    1      1    6    5    1    29.712335     29.712337  -0.000002     890753.398    -0.061     0.020
   1   10    2    8      1    9    5    5    29.717693     29.717697  -0.000004     890914.033    -0.115     0.100
   1    7    6    1      0    7    5    3    29.722230     29.722549  -0.000319     891050.039    -9.555     7.495
   0    6    6    0      1    6    5    2    29.772650     29.772238   0.000412     892561.592    12.362     7.495
   1    9    6    3      0    9    5    5    29.868690     29.868957  -0.000267     895440.799    -7.992     7.495
   1    6    6    1      0    6    5    1    30.001150     30.001132   0.000018     899411.850     0.544     7.495
   1    6    6    0      0    6    5    2    30.061040     30.060944   0.000096     901207.307     2.874     7.495
   0    4    1    3      1    3    2    1    30.512620     30.512939  -0.000319     914745.335    -9.555     7.495
   0   10    6    4      1   10    5    6    31.399190     31.399803  -0.000613     941324.035   -18.382     7.495
   1    9    5    4      0    9    4    6    31.572410     31.572831  -0.000421     946517.040   -12.629     7.495
   0   10    7    4      1   10    6    4    32.213900     32.213612   0.000288     965748.426     8.624     7.495
   0    6    2    5      1    5    3    3    33.218460***  33.217681   0.000779     995864.377    23.350     7.495
   1    6    2    5      0    5    3    3    33.524430     33.525153  -0.000723    1005037.127   -21.664     7.495
   0    9    7    3      1    9    6    3    33.799800     33.800110  -0.000310    1013292.512    -9.279     7.495
   1    9    7    3      0    9    6    3    34.019600     34.019397   0.000203    1019881.950     6.086     7.495
   1   10    7    4      1   10    6    5    34.027750     34.027579   0.000171    1020126.281     5.125     7.495
   1   10    7    3      0   10    6    5    34.183050     34.183798  -0.000748    1024782.058   -22.433     7.495
   0    8    4    4      1    8    3    6    34.282470     34.282769  -0.000299    1027762.595    -8.978     7.495
   0    9    7    2      1    9    6    4    34.314700     34.314512   0.000188    1028728.826     5.638     7.495
   1   11    7    4      0   11    6    6    34.370540***  34.371482  -0.000942    1030402.867   -28.243     7.495
   1    9    7    2      0    9    6    4    34.532930     34.533213  -0.000283    1035271.197    -8.471     7.495
   0    8    7    1      1    8    6    3    34.705490***  34.706640  -0.001150    1040444.415   -34.484     7.495
   1    8    7    2      0    8    6    2    34.920730     34.920802  -0.000072    1046897.148    -2.169     7.495
   0    3    1    2      1    2    0    2    34.936785     34.936787  -0.000002    1047378.479    -0.060     0.050
   0    3    1    2      1    2    0    2    34.936950     34.936787   0.000163    1047383.412     4.872     7.495
   1    8    7    1      0    8    6    3    34.989420     34.990026  -0.000606    1048956.423   -18.154     7.495
   0    7    7    1      1    7    6    1    35.098560     35.098709  -0.000149    1052228.357    -4.462     7.495
   0    7    7    0      1    7    6    2    35.111270     35.111213   0.000057    1052609.394     1.712     7.495
   1    3    1    2      0    2    0    2    35.273050     35.273121  -0.000071    1057459.436    -2.128     7.495
   1    3    1    2      0    2    0    2    35.273125     35.273121   0.000004    1057461.679     0.115     0.050
   1    7    7    1      0    7    6    1    35.359050     35.359268  -0.000218    1060037.651    -6.543     7.495
   1    7    7    1      0    7    6    1    35.359275     35.359268   0.000007    1060044.392     0.198     0.100
   1    7    7    0      0    7    6    2    35.371740     35.371748  -0.000008    1060418.088    -0.252     7.495
   1    7    7    0      0    7    6    2    35.371757     35.371748   0.000009    1060418.609     0.269     0.100
   0    3    2    1      1    2    1    1    36.090651     36.090652  -0.000001    1081970.510    -0.028     0.020
   0    3    2    1      1    2    1    1    36.090652     36.090652   0.000000    1081970.535    -0.003     0.100
   0    3    2    1      1    2    1    1    36.090670     36.090652   0.000018    1081971.067     0.529     7.495
   0    5    1    4      1    4    2    2    36.318200***  36.319032  -0.000832    1088792.245   -24.953     7.495
   1    3    2    1      0    2    1    1    36.418110     36.418101   0.000009    1091787.471     0.271     7.495
   1    5    1    4      0    4    2    2    36.640160     36.640233  -0.000073    1098444.363    -2.175     7.495
   0   12    8    4      0   12    7    5    36.897796     36.897790   0.000006    1106168.099     0.172     0.100
   1   12    8    5      0   12    7    5    37.025559     37.025558   0.000001    1109998.339     0.024     0.100
   0    7    2    6      1    6    3    4    37.593170     37.593742  -0.000572    1127014.884   -17.148     7.495
   0    7    2    6      1    6    3    4    37.593745     37.593742   0.000003    1127032.109     0.077     0.100
   1    7    2    6      0    6    3    4    37.899820     37.900069  -0.000249    1136208.020    -7.452     7.495
   1    7    2    6      0    6    3    4    37.900070     37.900069   0.000002    1136215.519     0.047     0.100
   0    3    2    2      1    2    1    2    38.203740     38.203774  -0.000034    1145319.312    -1.024     7.495
   0    3    2    2      1    2    1    2    38.203776     38.203774   0.000002    1145320.392     0.056     0.200
   0    5    2    3      1    4    3    1    38.306880     38.306866   0.000014    1148411.371     0.409     7.495
   0   11    8    4      1   11    7    4    38.467120     38.467708  -0.000588    1153215.246   -17.637     7.495
   1    3    2    2      0    2    1    2    38.533390     38.533297   0.000093    1155201.970     2.787     7.495
   1   12    8    5      1   12    7    6    38.608302     38.608302   0.000000    1157447.781    -0.002     0.100
   0   13    8    5      1   13    7    7    38.608882     38.608885  -0.000003    1157465.155    -0.095     0.100
   1    5    2    3      0    4    3    1    38.612370     38.612801  -0.000431    1157569.731   -12.929     7.495
   1    5    2    3      0    4    3    1    38.612799     38.612801  -0.000002    1157582.587    -0.073     0.200
   1   11    8    4      0   11    7    4    38.657001     38.656997   0.000004    1158907.728     0.111     0.200
   0   10    5    5      1   10    4    7    38.717280     38.716924   0.000356    1160714.854    10.678     7.495
   1   10    5    5      0   10    4    7    38.959570     38.959561   0.000008    1167978.523     0.253     0.300
   0   11    8    3      1   11    7    5    39.019391     39.019386   0.000005    1169771.899     0.138     0.100
   0    7    3    4      1    7    2    6    39.050398     39.050395   0.000003    1170701.479     0.101     0.200
   1   11    8    3      0   11    7    5    39.207985     39.207990  -0.000005    1175425.821    -0.154     0.100
   1    7    3    4      0    7    2    6    39.354050     39.354579  -0.000529    1179804.738   -15.861     7.495
   0   10    8    3      1   10    7    3    39.426530     39.426159   0.000371    1181977.634    11.120     7.495
   0   10    8    2      1   10    7    4    39.490182     39.490184  -0.000002    1183885.875    -0.056     0.100
   1    5    2    3      1    4    3    2    39.531048     39.531050  -0.000002    1185110.993    -0.062     0.100
   1   10    8    3      1   10    7    4    39.598770     39.598765   0.000005    1187141.250     0.146     0.100
   0   10    8    2      0   10    7    3    39.599045     39.599039   0.000006    1187149.499     0.179     0.100
   1   13    7    6      0   13    6    8    39.607597     39.607595   0.000002    1187405.893     0.063     0.100
   0    6    1    5      1    5    2    3    39.679980     39.680046  -0.000066    1189575.874    -1.990     7.495
   1   10    8    3      0   10    7    3    39.707340     39.707620  -0.000280    1190396.106    -8.387     7.495
   1   10    8    3      0   10    7    3    39.707632     39.707620   0.000012    1190404.852     0.359     0.100
   0   10    2    8      0   10    1    9    39.739111     39.739109   0.000002    1191348.579     0.074     0.100
   0    5    0    5      0    4    1    4    39.784086     39.784087  -0.000001    1192696.884    -0.033     0.100
   0   14    8    6      1   14    7    8    39.798029     39.798039  -0.000010    1193114.886    -0.313     0.500
   0    9    8    1      1    9    7    3    40.016020***  40.016854  -0.000834    1199650.100   -25.000     7.495
   1    9    8    2      0    9    7    2    40.238130     40.237410   0.000720    1206308.790    21.579     7.495
   1    9    8    1      0    9    7    3    40.254070     40.254106  -0.000036    1206786.659    -1.079     7.495
   0    8    8    0      1    8    7    2    40.369770***  40.368960   0.000810    1210255.258    24.289     7.495
   0    8    8    1      1    8    7    1    40.369770***  40.368960   0.000810    1210255.258    24.289     7.495
   1    8    8    1      0    8    7    1    40.606230     40.606332  -0.000102    1217344.150    -3.066     7.495
   0    7    3    5      0    6    4    2    41.245319     41.245316   0.000003    1236503.548     0.096     0.200
   0    3    3    0      1    2    2    0    41.407390     41.407582  -0.000192    1241362.323    -5.757     7.495
   1    8    2    7      0    7    3    5    41.420290     41.420919  -0.000629    1241749.055   -18.858     7.495
   1    3    3    1      1    2    2    0    41.471520     41.471587  -0.000067    1243284.892    -2.022     7.495
   0    7    1    6      1    6    2    4    41.553040     41.552504   0.000536    1245728.800    16.064     7.495
   1    3    3    0      0    2    2    0    41.762470     41.762689  -0.000219    1252007.353    -6.565     7.495
   1    7    1    6      0    6    2    4    41.865160***  41.866061  -0.000901    1255085.922   -26.999     7.495
   0    3    3    1      1    2    2    1    41.909920     41.909907   0.000013    1256427.793     0.380     7.495
   0    3    3    0      0    2    2    1    42.200930     42.200911   0.000019    1265152.053     0.569     7.495
   1    3    3    1      0    2    2    1    42.264600     42.264916  -0.000316    1267060.832    -9.486     7.495
   0    7    3    5      1    6    4    3    42.475430     42.476050  -0.000620    1273381.356   -18.593     7.495
   0    6    3    3      1    5    4    1    42.537860     42.538269  -0.000409    1275252.961   -12.270     7.495
   1    7    3    5      0    6    4    3    42.753500***  42.754599  -0.001099    1281717.685   -32.958     7.495
   1    6    3    3      0    5    4    1    42.815580     42.815481   0.000099    1283578.797     2.956     7.495
   1    8    1    7      0    7    2    5    43.390370     43.390373  -0.000003    1300810.568    -0.078     7.495
   1    9    4    5      0    9    3    7    44.504520     44.505103  -0.000583    1334211.944   -17.485     7.495
   0    7    4    3      1    6    5    1    44.886060***  44.885260   0.000800    1345650.226    23.980     7.495
   1   11    9    3      0   11    8    3    44.975990***  44.977499  -0.001509    1348346.259   -45.242     7.495
   1   11    9    2      0   11    8    4    44.994890     44.995181  -0.000291    1348912.867    -8.714     7.495
